Id,SalePrice
2786,123040.03821381197
1935,142600.99153162586
1341,108868.61662176483
521,271523.8366119488
2136,126362.8813627608
996,193665.59388776464
227,140403.65465756715
135,181591.97553541258
1167,166376.35446681659
294,220201.46086331946
1776,206809.51213900986
540,178287.87422684126
1717,200502.5856773387
2303,133913.29345244332
116,189503.73405779
127,137237.67118791252
1371,134389.74244508013
1014,173961.74008864802
1507,83556.57498040247
702,123867.88402530289
750,168473.60636225867
261,149193.8848583845
1559,79637.40747475046
577,224339.16893696232
2812,195328.90708522903
2080,171425.6744147747
1368,123643.24066796793
2376,124159.76097140959
659,103873.50919328062
1235,135313.66483877684
332,86875.71435100453
1917,152227.9736348841
2094,277799.44123564113
1460,265185.8352259054
1471,203402.55375678616
1509,132350.0794517932
1922,145274.03786307116
433,510859.8855551763
460,249508.24467009265
1116,257568.9593574158
1137,172591.705299576
53,164431.90978618895
2354,257970.24553190064
1475,196970.83199188084
1761,600214.6260234665
842,144619.97653672713
2739,143843.58836180746
2509,135112.02866116608
1007,198797.943111021
2610,191640.59128796283
1952,71230.54161022845
2719,153034.68996009178
2921,100914.78461584008
1966,142532.07156346334
292,119008.86346754324
1204,189910.65717137285
1829,247685.91015683656
2419,170281.03677875525
391,149258.17862655988
798,112579.38511058387
481,194280.5555870278
193,221644.1543472822
555,122341.11700618443
899,93833.42748845198
2357,167886.75142585905
328,139833.4771345327
1356,111343.41727412067
1154,108176.06958333118
1730,172922.2434493517
2249,142818.3994650017
1119,311664.26114911225
2856,136005.9205863224
1394,139535.23909610265
2587,106040.61311771521
61,345760.1114910509
2661,209150.032171376
2711,136771.4265401236
1147,183042.99729837675
757,129668.99305414516
2623,93086.38615834579
2378,139233.4765166161
1413,137151.79828801495
1722,210570.7695492688
1112,225164.23827205828
1623,199516.22052202927
1201,203843.32913940627
1513,126871.59017339267
957,449178.8945172407
1171,268924.18834521424
1145,193862.5504152221
2726,242083.3189744372
703,137008.08105236577
760,84239.18186597186
1964,141460.02135858702
2512,177787.48652742812
159,162518.03797118276
1281,169509.57377544788
468,176717.5251659811
290,103159.12660958228
665,90245.6239905269
1463,267762.4790338456
1792,227963.55915706308
923,168832.17348448274
500,277567.2216622934
1408,178630.9849314564
331,81480.22119222685
170,92053.73328813941
2192,95966.86920591812
2571,345928.959577375
2314,172042.5535849519
2647,83170.7855715149
422,477168.0695338142
2457,342537.0463245422
1838,197437.2331652882
2805,257516.8672979914
1645,164383.09577267812
1711,308718.60185742297
2825,260290.19824735826
322,361483.66900889203
2103,252557.7335071945
342,127482.49936647981
600,108928.8151270656
488,179435.27133848442
1725,284224.29948880576
2246,272647.4877207851
2847,178541.58454411544
806,244478.19581045536
530,234415.8262660908
963,193163.50148287934
2678,91129.75995470663
171,81687.32746683
2401,447074.33290152275
805,221666.79738930997
2259,151130.90948846765
1748,162479.53754889654
1361,142819.7622686701
1677,127482.04125462749
1406,142186.28524540734
2322,252323.08902677492
688,172631.59572974345
143,154376.863820891
804,201012.85677227232
1214,173479.51341392
2828,147590.54945866112
1999,187257.882755484
2467,182072.84515455988
2665,152133.22762139438
1538,324399.327255255
398,111492.40996314613
2822,161343.88624565568
2157,148400.5858335431
1856,181982.03085861527
1269,80404.8348245313
2570,126811.81659298163
2320,239915.1994076994
1517,128081.49585423009
2304,125209.4222052966
1312,91912.37892081463
2012,121896.85436666584
506,253707.59981881385
2865,200183.16620570954
2367,102180.08495570383
554,84684.61122484315
238,133576.2909657682
1954,108673.36406716962
2488,128208.08879530168
2291,97316.16610692145
1969,80572.24400007386
2725,164330.97024399933
1482,149043.84809765633
2763,191959.19620677808
503,245464.99365558964
1584,248681.7817074421
1531,152449.2370601254
2210,161953.44258473904
459,317727.71595714404
556,133049.0844476966
1347,138575.066384413
1290,72077.87434528681
1388,110192.32416494796
1571,284570.8140501707
2754,195176.6256919534
765,144403.97123843848
2494,141864.3376393627
2870,175084.9919000593
7,213371.83222392795
1114,241007.4047605044
2418,278335.3393164635
291,109560.41204720372
18,382980.69989911607
39,416644.8399695384
1001,254663.41599482417
2442,232136.63086722486
616,123178.33350975791
2680,64195.79832744888
1414,117153.62736956419
289,139597.3816652556
40,246587.95893515588
860,128267.39769599828
409,144358.65322736584
673,161284.43594503112
2427,163256.84263208287
2036,213466.6199922852
2564,137331.10578722294
642,132325.37285978594
1008,186014.6581212586
1908,149617.64901602428
2519,205437.5218142455
1369,78032.90313267309
2855,160134.81154463236
712,85428.36817321548
1943,121323.34246525555
1958,122387.3379917888
107,134034.79512762904
2295,195592.11211484246
704,100310.14432375327
676,129847.93890703774
259,175528.1317416076
93,296112.2626977677
106,232900.6323930564
2315,179878.860902887
1050,111221.95681400828
1095,205698.86903316888
2709,143830.14717725178
758,144103.63322572317
1496,150847.5536942968
2370,124900.12423742413
2458,287443.7050788192
2733,130258.47102636774
161,263139.3557588429
726,162640.76309466822
845,210971.00845013253
947,266728.43043192656
2232,125959.07287573
2563,154468.87806012144
2299,136860.32183440457
211,100610.45085413012
605,146432.91003576136
1478,193658.465211557
2247,269244.2848652607
2274,213788.88769513046
2869,185558.00166916221
967,215243.89028756277
2656,115913.0580668324
667,223928.53091368885
1042,114155.30204934605
2023,161791.83669686696
2447,383219.4408568661
2055,119213.66719669428
2275,298090.07965132926
2204,149481.42747967195
1563,297524.5839684003
483,219803.79118103153
796,138619.5916128144
1526,150673.19580089615
2042,174726.2615033607
442,371915.85872121074
1693,337155.44879248715
1468,215760.90553955524
1430,190487.16966566507
2605,146199.57903179812
1529,187645.44525837456
335,152270.09794486262
1287,132078.77236340012
31,116845.15862171182
1785,298796.67232963355
82,153166.24725134816
2620,132353.45557872212
252,196066.27332584467
721,63820.44760971243
2165,183773.71230066603
2316,182872.7202899023
775,128914.40050988075
1558,109583.33967207916
17,211545.66246572527
1022,235990.8365472422
925,114528.34296119132
438,272861.0938290921
1270,130138.18607813098
1272,128325.32237937968
215,124489.29039104682
266,230385.70889593553
2402,268655.78435067396
1250,116936.92026686278
1984,146838.3902307204
1279,146468.94458570846
377,254916.10146026153
1252,138969.6604608124
2156,261563.39174314615
499,337919.8630413479
1374,113785.68987904696
2898,263436.44913538266
401,116345.25798812002
2721,161887.29562947442
2078,215642.27580423508
2589,130075.71431850761
1946,269873.96351512294
1334,108030.95215458384
2781,210404.68258963834
431,415100.66714831616
576,203513.96949054376
1474,208624.1002666566
2254,125845.3417279701
2155,308991.3168521334
885,108229.71237793479
643,136836.96705387713
1944,124296.28758968103
480,193673.05961578325
2845,120582.78531729901
2387,342350.2521655354
2407,198316.07485059317
2527,180204.42786377922
2514,122309.99373034648
629,156846.6358283017
80,215033.33422890815
1876,138491.68558805354
1546,119060.27969191442
2518,172772.509799195
2347,165309.8186877464
783,211350.091795997
1322,66900.74176736858
194,74461.2640346925
1770,295291.8240735157
2143,131269.98837701156
1229,205372.67415711784
511,287788.7404912827
46,219925.8127326539
1348,139509.7465291611
2465,179163.17185748572
387,233382.36140354717
873,216505.87892379315
1918,129151.57175887725
2764,234815.80443780753
2184,129650.82854373928
934,135547.94340613586
1920,142539.98227576615
2631,139180.0053059556
1768,516292.45101888373
2040,114738.3613659402
1749,217349.26259792267
834,237156.6418219858
1457,231051.05898859107
79,126685.82186484849
2302,123679.32520448785
1817,138154.54703913932
2755,215320.18697421474
359,169093.76273556537
2059,117300.6491915832
2092,234525.933566521
2516,225526.181863187
150,124255.33157172307
1656,133029.59609330972
83,95734.66792568656
2411,184339.04850648151
795,85043.55167116033
2312,229355.64403693416
2917,88956.0473490257
1624,175401.65426270923
2215,314122.58096809394
1211,160684.4605719064
1485,156862.49351080673
1024,189752.9392628311
570,211723.38988394567
2874,134871.92251297415
700,133291.87112218246
2756,210550.5708973964
2022,193588.305525622
583,227703.01660105243
2392,383810.4137381007
2424,191009.73732082875
212,118993.5942185136
736,126839.65384948713
1610,158381.2438050129
890,116076.26777018246
467,173620.43140702293
578,228995.02964530454
1747,190500.3988177847
1149,161635.5071248631
2758,243478.00338753161
857,137038.25350434703
2219,258051.11014613585
733,95406.52134186901
2909,116234.67735036142
1798,266463.91725319054
235,132912.90193059444
2366,138016.5604249308
1027,129195.63024964652
1195,129644.35221848119
1303,53002.16506877571
148,174256.69240126613
608,154539.57954344858
2515,177336.78027319262
821,291512.0148518409
2500,273702.1394342311
745,112557.51219588055
741,135577.3746736673
1611,154538.48705129093
2532,126553.7865541856
1081,216215.94927160264
1692,463279.96501982445
2520,174988.6229264296
276,116462.47602860187
1992,139167.4274062054
663,57025.53137564947
418,122786.24076255546
1733,204372.86731738242
2359,157911.77680338742
253,182192.06984980757
1518,194165.86639199933
2035,154130.48087507015
2919,86206.34488852996
1540,227677.1801588337
2120,150710.25393106093
1674,174635.16322731477
256,139706.5799732571
2361,98951.79005731465
978,90023.93350678065
2280,173967.2858170251
2095,222793.47022538105
1709,352742.5687039938
2801,254574.3762113363
1246,101117.08017739524
2373,91586.93463625516
1055,311232.50814881467
2017,117662.90356763787
1099,263233.3613816635
1344,67101.332200605
835,175021.70137638692
1117,207590.81352369182
2043,85623.887740363
2085,129608.11378401215
410,146116.0650824244
2650,96222.13736506554
2867,171330.6415769109
1668,132637.31127064634
1161,148625.269728904
2122,175948.77160888896
2539,151481.42787199072
1047,144241.00095478084
1445,132451.46665363899
541,140907.44390824492
569,210078.32302987983
1276,106740.14382943815
918,112167.59939340237
326,166865.97781582602
1936,128220.07020342172
895,109349.65571222075
257,147119.6127168278
1241,187501.17499609644
1545,121762.59719167172
1189,182563.19514711422
270,147499.9695959523
2066,195770.00431619908
693,111301.17482262243
1259,163450.99368055136
2916,153840.783762247
2321,290821.7297902131
1977,125636.14369727853
1895,156077.10179052508
1240,156023.1904975786
85,156592.00069382868
1823,122937.50941650596
825,293081.74565835577
110,233103.5582726595
697,117114.27758014026
2297,106736.53143760595
1231,132708.78965245964
1355,141232.1912206392
968,363033.94773905096
584,220005.87604640803
1315,114824.68948061444
1606,133459.95097796916
206,114895.94146774196
1685,386755.54841862794
2016,134253.22763069702
869,209934.82329109692
2135,138691.58424889113
2346,180222.8249483369
2430,242404.2100933673
2198,77281.40163507502
2652,115619.53626757517
27,119409.46094652788
241,168747.636621498
906,136039.45820343783
1506,110232.08094924477
2098,391321.9545053452
1435,218018.6136580376
2213,112932.01095924433
1274,127486.6613221673
743,61808.49047700431
1737,190941.8742335286
2797,281785.31879053375
2185,86795.01310432667
58,149474.84190866834
830,198046.25946420679
808,125482.34888508076
680,159602.45672145148
1153,121505.84517611454
1291,136609.76565123134
1818,152793.9269515213
2161,168731.53089219314
1883,121224.58181519766
350,337482.0047899939
2473,153319.71533873864
295,176103.28782931974
293,187653.9292005656
859,129459.7117793531
288,75899.410420274
1578,143439.908707963
102,176740.46224059098
2831,159563.15673009335
1030,158817.98778908234
2551,140443.51555647282
1286,154204.4106288732
958,333884.63916152075
776,131591.0523461359
72,227645.711099312
2263,234899.44505534877
1866,153562.18451825032
2876,68074.80633080946
2146,262466.80215594824
103,169897.16645600123
1500,146289.69577166694
492,185116.0442550887
167,143246.50845949893
2597,119799.77456044912
2685,101311.02680489163
1035,148352.4159612775
1220,62638.69863838535
2602,131965.6096677512
2159,210779.41408260877
695,155579.4232211468
1109,248462.98831672248
640,198469.893636426
1652,155300.55312713003
2090,187172.14427343738
1188,185312.51716527267
2345,240010.03724032248
1059,449879.2473685562
2751,241209.82830854628
128,178880.14090420865
1523,153972.65627705952
2925,163831.07244060282
2145,294531.08777780767
1121,211485.7207831155
566,281008.038084923
565,231768.4922389569
1331,134414.4929900976
2928,126455.76082735597
156,141517.81107194582
797,154071.51525934078
327,104482.44076627442
2859,123310.02256975962
1453,121439.57863823502
1762,356797.1493657479
1868,205465.47844321036
1760,178097.9794684684
1113,232056.25044214207
1812,192225.1024125124
117,162787.82492704852
1142,206936.49971616507
2342,428574.5640860412
927,120151.40902757649
2478,192240.93537673022
655,84856.49702973511
2064,114631.41327686369
369,261959.67270934093
2239,114398.11895906768
2732,223658.6899535852
1653,172501.67209990468
959,219569.23410522335
2395,357127.3128427848
1412,115904.65743611644
271,254487.79812620283
1484,157005.48645663873
1497,157315.21282200786
552,144311.05980490852
2,115193.79183304457
1855,273610.3240130767
4,240208.570632198
2292,155154.85672167412
134,148378.2433755653
646,112062.38725981531
42,306658.1566637989
532,234149.35757867526
713,91927.31738554478
2561,139635.17695199157
2360,142189.03194799667
1333,130458.74557961676
1407,242199.32021879125
2892,286581.46189228917
574,225823.37363774367
1227,193559.88578666796
2591,238809.6282948515
1476,220919.54645764068
1125,290407.6687442225
1446,133764.02992729895
408,118433.72938737697
1101,294253.9713587554
2251,165061.44119634997
373,195664.87037615033
2554,109237.80112470954
2382,249729.11681450647
1985,82762.81922672594
519,230693.5103216823
1093,194234.51352939388
864,255393.2013565834
2889,150807.79674381865
2308,186520.01070267466
986,167129.11702164332
1302,138058.87470665094
585,161162.37798949203
2708,156760.77509130968
147,148738.44644620735
1441,227955.03296057577
383,167129.38112851192
285,148027.3824156602
181,114537.92158328739
358,169596.7073244049
780,144679.68489482088
258,188755.4494236227
1865,213718.17351294708
692,138043.76675505537
2902,337932.0756411016
508,261112.57592506858
2638,135118.91827360724
36,143124.0200686739
611,175324.94482260378
2281,133507.9090890761
1678,117295.22769201052
1696,425133.48587756045
1557,88286.17547704116
2180,158124.7066882614
1726,210926.71145359846
951,144198.41708271604
267,225227.30145472093
2706,135036.2157178779
2221,223199.52814924959
1357,168322.76893990173
2901,295462.7697454011
347,160846.21079740234
2164,192617.34998319336
1586,340471.50566538906
360,148270.90480319987
1769,238535.71066108588
2617,136859.49905978917
1879,144864.87009061495
991,217798.976517394
1535,127151.46964918365
1191,136294.234780274
1579,206960.1677074452
1882,149543.54385143463
1510,129742.41683262815
2196,102000.00258040999
1845,163627.04642709965
2336,411783.72846747143
942,92860.33380529899
861,121739.74509327537
2555,108864.18566545709
1392,163574.9959492033
2099,255202.70924071997
1543,112092.66036113906
948,290589.9772919245
1239,173733.7714114495
22,183694.24696517223
2796,242907.66915134699
2747,192460.63701855406
92,308960.2214556767
210,152174.03751038734
1858,206744.608904565
2228,175254.56260431648
447,216983.56789896454
827,247353.85094622307
1649,218031.21356759724
682,131710.15058725074
2698,111457.80971856025
494,153038.16390122846
214,93339.12313668015
2441,273422.80316655745
2679,94402.34841057926
1336,117416.15829512893
465,175631.7064679481
1524,124443.8714571929
2543,109230.9698031297
631,143557.08140947146
2452,318650.64514401375
228,145742.89700171637
126,145010.86327514748
1092,231999.5388997092
1122,200596.42301015713
932,212809.841472161
1980,94692.78066503591
2171,115181.07357666818
551,153939.81807981635
2768,172655.33289994305
2056,118305.99404201518
1159,348213.2361812643
2645,135360.87387751968
1174,171828.53484635032
2266,221390.12800497963
2462,417579.3181010718
1219,153652.55125843486
2922,187611.79094331403
118,147442.13971001763
474,171466.66192920206
2576,164329.41036356936
872,310408.0038948406
1077,213475.55566011227
1536,133643.9065613507
1150,118446.16168406652
2341,284249.9448011447
1931,146586.70657570128
2785,133964.3725268607
2538,143116.13770809112
597,214183.70654537392
464,184156.18647423107
233,255172.4336290185
2169,137615.13962746577
2123,167068.290726871
1867,178843.4383528147
137,224526.0286735416
515,224546.39293150525
933,103487.53595350395
2784,176470.4538005387
972,171663.01696063814
599,150109.15913709946
2614,116174.46000965768
2582,139881.7817648363
1409,160680.23886134737
175,98566.29035154304
352,224839.78744561918
976,103023.5553929769
2134,189330.93588886564
984,122010.95065706168
2396,348665.1767851978
1673,141873.75961626234
404,137835.22382765423
607,165428.1567259128
814,155733.8895773349
868,190858.08916487137
2271,182139.7489528176
1633,229486.98113804284
337,205745.4028370204
2765,157501.4008628716
1746,267494.1386677292
368,338673.32278871525
2806,212994.3081293596
1662,194605.3942698326
1234,219144.57548363166
1373,132597.80363028814
1672,113996.40685288585
1939,120573.40460454563
